DF,Date,City,State,Division,Latitude,Longitude,Fatalities,Injured,Shooter Age,Shooter Age Category,Prior Mental Illness,Day of Week,Season,Male,Race/Ethnicity,AutoWeapon,School
GVData,2014-11-22,Sisseton,SD,West North Central,45.663776273384066,-97.04575987409865,4,1,,,nan,Saturday,Fall,,,,
STData,2015-09-17,Geddes,SD,West North Central,43.38682722,-98.84357239,6,0,41.0,40s,Unknown,Thursday,Fall,Male,White,,0.0
GVData,2020-06-29,Sioux Falls,SD,West North Central,43.55789986604728,-96.7369053497617,1,3,,,nan,Monday,Summer,,,,
STData,1995-11-15,Lynnville,TN,East South Central,35.37810374,-87.00610559,2,1,17.0,High School,Yes,Wednesday,Fall,Male,White,1.0,1.0
GVData,2014-04-09,Lookout Valley,TN,East South Central,35.02833006206356,-85.40724993935194,3,1,,,nan,Wednesday,Spring,,,,
GVData,2014-04-25,Memphis,TN,East South Central,35.17350596726653,-89.9906301251554,2,3,,,nan,Friday,Spring,,,,
GVData,2014-05-11,Memphis,TN,East South Central,35.16874802073872,-89.9733299994717,0,7,,,nan,Sunday,Spring,,,,
GVData,2014-06-21,Memphis,TN,East South Central,35.07788601102209,-89.99187596607572,0,5,,,nan,Saturday,Summer,,,,
GVData,2014-07-21,Memphis,TN,East South Central,35.132494107785995,-90.04650010493607,0,4,,,nan,Monday,Summer,,,,
GVData,2014-08-03,Columbia,TN,East South Central,35.611690029321096,-87.02977994784237,0,5,,,nan,Sunday,Summer,,,,
GVData,2014-08-13,Clarksville,TN,East South Central,36.589733210969264,-87.30970364884784,0,4,,,nan,Wednesday,Summer,,,,
GVData,2014-08-14,Memphis,TN,East South Central,35.154014981889176,-89.95604198889623,1,3,,,nan,Thursday,Summer,,,,
GVData,2014-08-20,Memphis,TN,East South Central,35.22396533554454,-90.01674978558373,0,5,,,nan,Wednesday,Summer,,,,
GVData,2014-10-04,Memphis,TN,East South Central,35.17002098485827,-89.92099086734129,2,2,,,nan,Saturday,Fall,,,,
GVData,2014-10-29,Memphis,TN,East South Central,35.220530035542566,-89.92718988560475,0,5,,,nan,Wednesday,Fall,,,,
GVData,2014-11-28,Memphis,TN,East South Central,35.06045001794605,-90.00214203726601,0,4,,,nan,Friday,Fall,,,,
GVData,2014-11-30,Chattanooga,TN,East South Central,35.02465598053516,-85.27111701912763,0,5,,,nan,Sunday,Fall,,,,
STData,2015-01-01,Memphis,TN,East South Central,35.10528976,-89.97734924,0,5,999.0,Multiple Shooters,No,Thursday,Winter,Male,Black,,0.0
GVData,2015-01-07,Chattanooga,TN,East South Central,35.040404590182945,-85.3186163799967,1,3,,,nan,Wednesday,Winter,,,,
GVData,2015-01-20,Clarksville,TN,East South Central,36.61357099498322,-87.41903704005249,1,3,,,nan,Tuesday,Winter,,,,
GVData,2015-02-08,Friendship,TN,East South Central,35.82267990482821,-89.22663017074869,0,6,,,nan,Sunday,Winter,,,,
GVData,2015-03-23,Clarksville,TN,East South Central,36.53655690077656,-87.34810198102271,1,4,,,nan,Monday,Spring,,,,
VPData,2015-07-16,Chattanooga,TN,East South Central,35.095081988300706,-85.25342298916235,6,3,24.0,20s,Yes,Thursday,Summer,Male,Other,1.0,0.0
STData,2015-08-29,Bristol,TN,East South Central,36.55605824,-82.21429551,3,2,19.0,College Age,Unknown,Saturday,Summer,Male,White,1.0,0.0
GVData,2015-08-30,Memphis,TN,East South Central,35.05687314515668,-90.07249977516315,1,4,,,nan,Sunday,Summer,,,,
GVData,2015-10-10,Memphis,TN,East South Central,35.069997005662884,-89.85924802248331,0,6,,,nan,Saturday,Fall,,,,
GVData,2015-10-22,Nashville,TN,East South Central,36.16827798828868,-86.828321994668,1,3,,,nan,Thursday,Fall,,,,
GVData,2015-12-27,Jackson,TN,East South Central,35.650614605210755,-88.82813887212437,0,4,,,nan,Sunday,Winter,,,,
STData,2016-01-07,Memphis,TN,East South Central,35.149534,-90.04898,1,3,999.0,Multiple Shooters,Unknown,Thursday,Winter,,Other,,0.0
STData,2016-03-25,Lawrenceburg,TN,East South Central,35.242302,-87.334739,2,2,49.0,40s,Unknown,Friday,Spring,Male,Other,,0.0
GVData,2016-04-09,Memphis,TN,East South Central,35.072420046232835,-89.86350988497189,0,4,,,nan,Saturday,Spring,,,,
STData,2016-04-09,Memphis,TN,East South Central,35.149534,-90.04898,0,4,999.0,Multiple Shooters,Unknown,Saturday,Spring,,Other,,0.0
STData,2016-04-25,Nashville,TN,East South Central,36.162664,-86.781602,0,4,16.0,High School,Unknown,Monday,Spring,Male,Black,,0.0
STData,2016-05-01,Murfreesboro,TN,East South Central,35.845621,-86.39027,0,5,999.0,Multiple Shooters,Unknown,Sunday,Spring,,Other,,0.0
GVData,2016-05-22,Nashville,TN,East South Central,36.134993349956815,-86.76456489975527,0,4,,,nan,Sunday,Spring,,,,
GVData,2016-07-03,Chattanooga,TN,East South Central,35.06556581085036,-85.2509694181993,0,4,,,nan,Sunday,Summer,,,,
GVData,2016-07-07,Bristol,TN,East South Central,36.58726300885307,-82.18619502251325,1,4,,,nan,Thursday,Summer,,,,
GVData,2016-07-16,Clarksville,TN,East South Central,36.54076800520568,-87.33635702512058,0,6,,,nan,Saturday,Summer,,,,
GVData,2016-08-04,Memphis,TN,East South Central,35.16144004890762,-90.02764992882854,0,4,,,nan,Thursday,Summer,,,,
GVData,2016-11-01,Memphis,TN,East South Central,35.00500174414736,-89.95919999535784,1,5,,,nan,Tuesday,Fall,,,,
GVData,2016-11-09,Memphis,TN,East South Central,35.06097703607555,-90.00222102085964,0,4,,,nan,Wednesday,Fall,,,,
GVData,2016-11-09,Memphis,TN,East South Central,35.06097703607555,-90.00222102085964,0,4,,,nan,Wednesday,Fall,,,,
GVData,2016-11-17,Dyersburg,TN,East South Central,36.03007000220477,-89.36446000326633,1,7,,,nan,Thursday,Fall,,,,
GVData,2017-01-21,Memphis,TN,East South Central,35.018112744740556,-90.08259503989781,2,2,,,nan,Saturday,Winter,,,,
GVData,2017-01-27,Brownsville,TN,East South Central,35.59653665910027,-89.23145005749426,0,10,,,nan,Friday,Winter,,,,
GVData,2017-01-31,Memphis,TN,East South Central,35.08805900117759,-89.89045996679482,0,4,,,nan,Tuesday,Winter,,,,
GVData,2017-02-11,Savannah,TN,East South Central,35.23527003137174,-88.23278991888874,0,4,,,nan,Saturday,Winter,,,,
GVData,2017-03-25,Knoxville,TN,East South Central,35.984980489082254,-83.95741572733786,1,4,,,nan,Saturday,Spring,,,,
GVData,2017-06-10,Memphis,TN,East South Central,35.13133598264835,-90.03144802061442,0,4,,,nan,Saturday,Summer,,,,
GVData,2017-06-11,Chattanooga,TN,East South Central,35.08048301799245,-85.21391396653556,0,4,,,nan,Sunday,Summer,,,,
GVData,2017-08-21,Memphis,TN,East South Central,35.14714299475176,-90.02596198116707,0,4,,,nan,Monday,Summer,,,,
GVData,2017-09-13,Memphis,TN,East South Central,35.168989156643875,-90.02502800058524,1,5,,,nan,Wednesday,Fall,,,,
GVData,2017-09-24,Antioch,TN,East South Central,36.04676499313058,-86.5830810026187,1,8,,,nan,Sunday,Fall,,,,
GVData,2017-09-26,Memphis,TN,East South Central,35.174210004123964,-89.97280101756229,0,4,,,nan,Tuesday,Fall,,,,
GVData,2017-09-30,Memphis,TN,East South Central,35.10718256108548,-90.03430294189043,1,3,,,nan,Saturday,Fall,,,,
GVData,2017-10-21,Nashville,TN,East South Central,36.1411160119535,-86.78860099370992,0,4,,,nan,Saturday,Fall,,,,
GVData,2017-12-03,Memphis,TN,East South Central,35.14013899263932,-90.0389000354516,1,3,,,nan,Sunday,Winter,,,,
GVData,2018-01-12,Nashville,TN,East South Central,36.182011988098736,-86.82045096849112,3,2,,,nan,Friday,Winter,,,,
GVData,2018-02-17,Memphis,TN,East South Central,35.212679000204744,-90.00311400275822,0,5,,,nan,Saturday,Winter,,,,
VPData,2018-04-22,Nashville ,TN,East South Central,36.0505599836123,-86.61550798761448,4,4,29.0,20s,Yes,Sunday,Spring,Male,White,1.0,0.0
GVData,2018-04-29,Wartburg,TN,East South Central,36.09928398677114,-84.59162001711856,0,4,,,nan,Sunday,Spring,,,,
GVData,2018-05-06,Memphis,TN,East South Central,35.15236930510755,-90.01281152442634,2,4,,,nan,Sunday,Spring,,,,
GVData,2018-06-23,Covington,TN,East South Central,35.567949989609396,-89.6522900320833,0,4,,,nan,Saturday,Summer,,,,
GVData,2018-07-08,Memphis,TN,East South Central,35.078720052297555,-89.88547994284214,0,4,,,nan,Sunday,Summer,,,,
GVData,2018-07-12,Memphis,TN,East South Central,35.22673000359289,-89.91104600481272,0,5,,,nan,Thursday,Summer,,,,
GVData,2018-07-15,Chattanooga,TN,East South Central,35.03823898035951,-85.30933799469345,0,5,,,nan,Sunday,Summer,,,,
GVData,2018-08-20,Jackson,TN,East South Central,35.65824999271811,-88.85614300559095,1,4,,,nan,Monday,Summer,,,,
GVData,2018-08-21,Memphis,TN,East South Central,35.07788601102209,-89.99187596607572,0,4,,,nan,Tuesday,Summer,,,,
GVData,2018-08-25,Nashville,TN,East South Central,36.17784940753246,-86.79775531860096,1,4,,,nan,Saturday,Summer,,,,
GVData,2018-09-10,Memphis,TN,East South Central,35.1389625171068,-90.05322136353955,0,5,,,nan,Monday,Fall,,,,
GVData,2018-09-18,Memphis,TN,East South Central,35.022433015994004,-90.01943801064951,0,4,,,nan,Tuesday,Fall,,,,
GVData,2018-09-24,Memphis,TN,East South Central,35.10434499713794,-90.0094109913378,3,2,,,nan,Monday,Fall,,,,
GVData,2018-10-15,Columbia,TN,East South Central,35.72881400851944,-87.01474398701207,5,0,,,nan,Monday,Fall,,,,
GVData,2018-10-27,Memphis,TN,East South Central,35.03191801953685,-89.85023303416101,0,5,,,nan,Saturday,Fall,,,,
GVData,2018-11-26,Powell,TN,East South Central,36.05270604754058,-84.00815234810351,0,4,,,nan,Monday,Fall,,,,
GVData,2019-02-20,Covington,TN,East South Central,35.57090000043199,-89.64842002356815,0,4,,,nan,Wednesday,Winter,,,,
GVData,2019-04-20,Memphis,TN,East South Central,35.102041985421465,-90.03728802783289,0,6,,,nan,Saturday,Spring,,,,
GVData,2019-04-28,Nashville,TN,East South Central,36.17192901958336,-86.80792396273833,0,7,,,nan,Sunday,Spring,,,,
GVData,2019-06-09,Henning,TN,East South Central,35.67361498515756,-89.5727519735567,1,3,,,nan,Sunday,Summer,,,,
GVData,2019-06-17,Memphis,TN,East South Central,35.20401098076441,-89.92502299599583,0,5,,,nan,Monday,Summer,,,,
GVData,2019-08-04,Memphis,TN,East South Central,35.020449983431234,-90.0492319884008,1,3,,,nan,Sunday,Summer,,,,
GVData,2019-11-10,Memphis,TN,East South Central,35.061133017326306,-89.99441702384243,1,4,,,nan,Sunday,Fall,,,,
GVData,2020-01-19,Memphis,TN,East South Central,35.048168979141934,-89.83807399395764,1,4,,,nan,Sunday,Winter,,,,
GVData,2020-02-15,Memphis,TN,East South Central,35.06955279770404,-90.09618980383793,0,7,,,nan,Saturday,Winter,,,,
GVData,2020-04-25,Memphis,TN,East South Central,35.11468224331924,-89.9690304595583,0,7,,,nan,Saturday,Spring,,,,
GVData,2020-05-06,Memphis,TN,East South Central,35.096610051159104,-89.92966992311632,2,2,,,nan,Wednesday,Spring,,,,
GVData,2020-05-13,Memphis,TN,East South Central,35.05092616746145,-89.92103643690477,0,4,,,nan,Wednesday,Spring,,,,
GVData,2020-05-28,Memphis,TN,East South Central,35.06673003317171,-89.84360990572891,0,4,,,nan,Thursday,Spring,,,,
GVData,2020-06-07,Dyersburg,TN,East South Central,36.02337998618529,-89.3725200413598,0,5,,,nan,Sunday,Summer,,,,
GVData,2020-06-08,Memphis,TN,East South Central,35.11524000443296,-90.01141996589091,0,4,,,nan,Monday,Summer,,,,
GVData,2020-06-24,Jackson,TN,East South Central,35.641181158666576,-88.81611131976601,0,4,,,nan,Wednesday,Summer,,,,
GVData,2020-07-16,Nashville,TN,East South Central,36.16815003853671,-86.75724990980572,0,5,,,nan,Thursday,Summer,,,,
GVData,2020-08-23,Somerville,TN,East South Central,35.34026594679761,-89.47088341813982,1,4,,,nan,Sunday,Summer,,,,
GVData,2020-09-06,Memphis,TN,East South Central,35.06061799128568,-89.84419202890442,0,4,,,nan,Sunday,Fall,,,,
GVData,2020-09-13,Manchester,TN,East South Central,35.48973002726664,-86.07394995450693,3,3,,,nan,Sunday,Fall,,,,
GVData,2020-09-27,Nashville,TN,East South Central,36.129914981373545,-86.71457797601566,0,4,,,nan,Sunday,Fall,,,,
GVData,2020-10-03,Clarksville,TN,East South Central,36.63077651567481,-87.43197267387684,0,5,,,nan,Saturday,Fall,,,,
GVData,2020-10-18,Nashville,TN,East South Central,36.134892766182936,-86.78861324840383,0,4,,,nan,Sunday,Fall,,,,
GVData,2020-11-08,Nashville,TN,East South Central,36.163250061759356,-86.77600995021686,0,8,,,nan,Sunday,Fall,,,,
GVData,2020-11-17,Jackson,TN,East South Central,35.65423161012328,-88.8660604817581,0,4,,,nan,Tuesday,Fall,,,,
GVData,2020-11-29,Memphis,TN,East South Central,35.05361801248678,-89.94074903891456,2,3,,,nan,Sunday,Fall,,,,
GVData,2021-02-03,Memphis,TN,East South Central,35.16225382955854,-90.01602524339728,1,3,,,nan,Wednesday,Winter,,,,
GVData,2021-02-06,Murfreesboro,TN,East South Central,35.84957003400176,-86.37618989980602,1,4,,,nan,Saturday,Winter,,,,
GVData,2021-03-26,Memphis,TN,East South Central,35.17188882392413,-90.03825817084044,3,2,,,nan,Friday,Spring,,,,
GVData,2021-04-10,Memphis,TN,East South Central,35.03101398936985,-90.07813698150127,1,3,,,nan,Saturday,Spring,,,,
VPData,1966-08-01,Austin,TX,West South Central,30.286090015566955,-97.73928902006676,16,32,25.0,20s,Yes,Monday,Summer,Male,White,0.0,1.0
VPData,1980-02-03,El Paso,TX,West South Central,31.895242003675193,-106.410983002936,5,3,21.0,College Age,No,Sunday,Winter,Male,White,0.0,0.0
VPData,1980-06-22,Daingerfield,TX,West South Central,33.03097098275599,-94.72346600830716,5,11,45.0,40s,No,Sunday,Summer,Male,White,1.0,0.0
VPData,1982-08-09,Grand Prairie,TX,West South Central,32.77677401098272,-97.05261995878658,6,4,46.0,40s,No,Monday,Summer,Male,Black,0.0,0.0
VPData,1983-10-11,College Station,TX,West South Central,30.620540000000066,-96.3259,6,0,24.0,20s,No,Tuesday,Fall,Male,Other,0.0,0.0
VPData,1984-06-29,Dallas,TX,West South Central,32.92457005610902,-96.83843995297256,6,1,39.0,30s,Yes,Friday,Summer,Male,Other,1.0,0.0
VPData,1991-10-16,Killeen,TX,West South Central,31.09366698241497,-97.72384402236149,24,22,35.0,30s,Yes,Wednesday,Fall,Male,White,1.0,0.0
STData,1992-09-11,Amarillo,TX,West South Central,35.18322484,-101.88056879999999,0,6,17.0,High School,Unknown,Friday,Fall,Male,Other,1.0,1.0
VPData,1995-04-03,Corpus Christi,TX,West South Central,27.82783099349021,-97.5481600023565,6,0,28.0,20s,Unknown,Monday,Spring,Male,,1.0,0.0
VPData,1999-09-15,Fort Worth,TX,West South Central,32.66453999218743,-97.38443503034507,8,7,47.0,40s,Yes,Wednesday,Fall,Male,White,1.0,0.0
VPData,2000-03-20,Irving,TX,West South Central,32.850377011508854,-96.99342503072387,5,1,28.0,20s,Yes,Monday,Spring,Male,Black,0.0,0.0
VPData,2001-01-09,Houston,TX,West South Central,29.71653399510147,-95.53245402664524,4,0,54.0,50s,Yes,Tuesday,Winter,Male,Asian,0.0,0.0
STData,2005-02-24,Tyler,TX,West South Central,32.3154272,-95.30501087,3,4,43.0,40s,Unknown,Thursday,Winter,Male,Other,1.0,0.0
VPData,2005-08-28,Sash ,TX,West South Central,33.734959041744105,-95.91152231461636,4,0,54.0,50s,Yes,Sunday,Summer,Male,,0.0,0.0
VPData,2009-11-05,"Killeen
",TX,West South Central,31.1357376428025,-97.7444857787296,13,32,39.0,30s,Yes,Thursday,Fall,Male,Other,1.0,0.0
STData,2013-08-07,Dallas,TX,West South Central,32.79480596,-96.76631094,4,4,44.0,40s,Unknown,Wednesday,Summer,Male,Black,1.0,0.0
GVData,2014-02-16,Dallas,TX,West South Central,32.76637984888147,-96.7784606873605,1,7,,,nan,Sunday,Winter,,,,
GVData,2014-02-16,Fort Worth,TX,West South Central,32.789711981448214,-97.34991500030729,1,4,,,nan,Sunday,Winter,,,,
GVData,2014-03-09,Austin,TX,West South Central,30.31306865948712,-97.72192092757238,0,6,,,nan,Sunday,Spring,,,,
GVData,2014-03-16,Beaumont,TX,West South Central,30.077920059521013,-94.11542243601455,3,1,,,nan,Sunday,Spring,,,,
GVData,2014-03-23,Arlington,TX,West South Central,32.75479089539244,-97.06066921581508,1,3,,,nan,Sunday,Spring,,,,
STData,2014-04-02,Killeen,TX,West South Central,31.07925506,-97.73392317,4,16,34.0,30s,Yes,Wednesday,Spring,Male,Other,1.0,0.0
MJData,2014-04-03,Fort Hood,TX,West South Central,31.141716,-97.777559,3,12,34.0,30s,Unknown,Thursday,Spring,Male,Latino,0.0,0.0
GVData,2014-05-21,Dallas,TX,West South Central,32.69014456653768,-96.82904342491585,1,3,,,nan,Wednesday,Spring,,,,
GVData,2014-07-05,Houston,TX,West South Central,29.61206199583228,-95.39575801016564,0,6,,,nan,Saturday,Summer,,,,
GVData,2014-07-09,Spring,TX,West South Central,30.040855016578394,-95.4420520157749,6,1,,,nan,Wednesday,Summer,,,,
GVData,2014-08-02,Dallas,TX,West South Central,32.685793020150534,-96.78248203209715,3,1,,,nan,Saturday,Summer,,,,
GVData,2014-08-03,Humble,TX,West South Central,30.019460148370207,-95.37525279475643,0,7,,,nan,Sunday,Summer,,,,
GVData,2014-09-14,Flour Bluff,TX,West South Central,27.677341004683328,-97.2760710200649,3,1,,,nan,Sunday,Fall,,,,
GVData,2014-11-16,El Paso,TX,West South Central,31.757107987886812,-106.493460008173,0,6,,,nan,Sunday,Fall,,,,
GVData,2014-11-27,Georgetown,TX,West South Central,30.677458350582885,-97.59053249097546,2,3,,,nan,Thursday,Fall,,,,
GVData,2015-01-04,Dallas,TX,West South Central,32.678873030953554,-96.61215201093664,3,1,,,nan,Sunday,Winter,,,,
GVData,2015-01-19,San Antonio,TX,West South Central,29.42162784498304,-98.46004926764826,2,5,,,nan,Monday,Winter,,,,
GVData,2015-02-22,Killeen,TX,West South Central,31.12065700400652,-97.68276096213738,4,1,,,nan,Sunday,Winter,,,,
STData,2015-02-22,Killeen,TX,West South Central,31.07925506,-97.73392317,4,1,30.0,30s,No,Sunday,Winter,Male,Black,,0.0
GVData,2015-02-25,Houston,TX,West South Central,29.659443008554845,-95.34770397252764,3,1,,,nan,Wednesday,Winter,,,,
GVData,2015-03-20,Lancaster,TX,West South Central,32.612022753356165,-96.79197300601787,1,5,,,nan,Friday,Spring,,,,
GVData,2015-03-26,Amarillo,TX,West South Central,35.24502156729653,-101.82390752721571,0,4,,,nan,Thursday,Spring,,,,
STData,2015-04-21,Killeen,TX,West South Central,31.07925506,-97.73392317,2,3,35.0,30s,Unknown,Tuesday,Spring,Male,Black,,0.0
GVData,2015-05-03,Houston,TX,West South Central,29.740610048054066,-95.37531991273876,0,6,,,nan,Sunday,Spring,,,,
GVData,2015-05-17,Waco,TX,West South Central,31.497029015560194,-97.15046401002931,9,18,,,nan,Sunday,Spring,,,,
GVData,2015-06-11,Houston,TX,West South Central,29.727929281828192,-95.35799909239559,1,3,,,nan,Thursday,Summer,,,,
GVData,2015-07-04,San Antonio,TX,West South Central,29.47239213559027,-98.52596406280662,0,4,,,nan,Saturday,Summer,,,,
GVData,2015-07-16,Dallas,TX,West South Central,32.77922701685654,-96.86006903502162,0,5,,,nan,Thursday,Summer,,,,
STData,2015-08-08,Houston,TX,West South Central,29.79705548,-95.36763856,8,0,48.0,40s,Unknown,Saturday,Summer,Male,Black,,0.0
GVData,2015-08-16,Fort Worth,TX,West South Central,32.633550000672024,-97.37234203953872,0,6,,,nan,Sunday,Summer,,,,
GVData,2015-08-29,Tyler,TX,West South Central,32.39029099344755,-95.28615398112973,1,3,,,nan,Saturday,Summer,,,,
GVData,2015-10-27,Fort Worth,TX,West South Central,32.670587331171305,-97.34586291148369,0,5,,,nan,Tuesday,Fall,,,,
VPData,2015-11-14,Tennessee Colony,TX,West South Central,31.837760000000053,-95.82650999999998,6,0,33.0,30s,Yes,Saturday,Fall,Male,White,0.0,0.0
STData,2015-11-15,Tennessee Colony,TX,West South Central,31.8076,-95.8069,6,0,33.0,30s,Unknown,Sunday,Fall,Male,White,,0.0
GVData,2015-11-22,Brownsville,TX,West South Central,25.951138704068345,-97.4885610062871,0,4,,,nan,Sunday,Fall,,,,
STData,2016-02-06,Uvalde,TX,West South Central,29.20968400000001,-99.786168,4,0,19.0,College Age,Unknown,Saturday,Winter,Male,White,,0.0
GVData,2016-02-14,Houston,TX,West South Central,29.672582982886855,-95.26385602320723,1,3,,,nan,Sunday,Winter,,,,
GVData,2016-02-21,Houston,TX,West South Central,29.68765665894153,-95.34225349785463,0,5,,,nan,Sunday,Winter,,,,
STData,2016-02-21,Houston,TX,West South Central,29.760427000000004,-95.369803,0,5,999.0,Multiple Shooters,Unknown,Sunday,Winter,,Other,,0.0
GVData,2016-03-08,San Antonio,TX,West South Central,29.43395563892305,-98.46458073827844,2,3,,,nan,Tuesday,Spring,,,,
STData,2016-03-21,Sherman,TX,West South Central,33.635661999999996,-96.60888,4,0,36.0,30s,Unknown,Monday,Spring,Male,White,,0.0
GVData,2016-04-17,Edinburg,TX,West South Central,26.30997000090311,-98.21747399783577,1,6,,,nan,Sunday,Spring,,,,
STData,2016-04-19,Katy,TX,West South Central,29.785784999999997,-95.824396,4,0,37.0,30s,Unknown,Tuesday,Spring,Male,White,,0.0
STData,2016-05-04,Katy,TX,West South Central,29.785784999999997,-95.824396,2,2,65.0,Older than 60,Unknown,Wednesday,Spring,Male,White,0.0,0.0
STData,2016-05-08,Austin,TX,West South Central,30.267153000000004,-97.743061,1,3,42.0,40s,Unknown,Sunday,Spring,Male,Other,0.0,0.0
GVData,2016-05-29,Houston,TX,West South Central,29.773032003907968,-95.57413496802288,2,6,,,nan,Sunday,Spring,,,,
STData,2016-05-29,Houston,TX,West South Central,29.760427000000004,-95.369803,2,6,25.0,20s,Yes,Sunday,Spring,Male,Other,1.0,0.0
GVData,2016-06-25,Fort Worth,TX,West South Central,32.74437900294754,-97.29162900582493,2,5,,,nan,Saturday,Summer,,,,
GVData,2016-06-26,Houston,TX,West South Central,29.7128200453998,-95.48787340577354,1,3,,,nan,Sunday,Summer,,,,
GVData,2016-06-26,Corpus Christi,TX,West South Central,27.774100060469518,-97.42130995607997,0,4,,,nan,Sunday,Summer,,,,
GVData,2016-07-04,Houston,TX,West South Central,29.756539980767545,-95.38074099243653,3,2,,,nan,Monday,Summer,,,,
VPData,2016-07-07,Dallas,TX,West South Central,32.779107993831445,-96.80460003055843,5,11,25.0,20s,Yes,Thursday,Summer,Male,Black,1.0,0.0
GVData,2016-07-14,Crosby,TX,West South Central,29.872352204442805,-95.06762169254145,3,1,,,nan,Thursday,Summer,,,,
GVData,2016-07-16,Dallas,TX,West South Central,32.71531009320633,-96.71326600084706,0,5,,,nan,Saturday,Summer,,,,
GVData,2016-07-17,Houston,TX,West South Central,29.848420056443853,-95.3022199102222,1,3,,,nan,Sunday,Summer,,,,
GVData,2016-07-23,Bastrop,TX,West South Central,30.10288001042925,-97.32883996205817,4,1,,,nan,Saturday,Summer,,,,
GVData,2016-07-31,Austin,TX,West South Central,30.26777199481976,-97.74080203740897,1,4,,,nan,Sunday,Summer,,,,
GVData,2016-08-12,Dallas,TX,West South Central,32.88243900653089,-96.69696097108394,1,3,,,nan,Friday,Summer,,,,
GVData,2016-08-28,Lubbock,TX,West South Central,33.57992224527453,-101.86516073591145,0,6,,,nan,Sunday,Summer,,,,
GVData,2016-09-08,Del Valle,TX,West South Central,30.134772984373736,-97.58893997296177,4,0,,,nan,Thursday,Fall,,,,
GVData,2016-09-14,Humble,TX,West South Central,29.960963336806632,-95.30227075183376,1,3,,,nan,Wednesday,Fall,,,,
GVData,2016-09-26,Humble,TX,West South Central,30.02163300757373,-95.31235002694297,0,4,,,nan,Monday,Fall,,,,
